accession,name,url,organism_name,infraspecific_name,asm_name
GCA_030710485.1,GCA_030710485.1 Plasmodium falciparum ASM3071048v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/710/485/GCA_030710485.1_ASM3071048v1,Plasmodium falciparum,na,ASM3071048v1
GCA_030710455.1,GCA_030710455.1 Plasmodium falciparum ASM3071045v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/710/455/GCA_030710455.1_ASM3071045v1,Plasmodium falciparum,na,ASM3071045v1
GCA_030710445.1,GCA_030710445.1 Plasmodium falciparum ASM3071044v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/710/445/GCA_030710445.1_ASM3071044v1,Plasmodium falciparum,na,ASM3071044v1
GCA_023845545.1,GCA_023845545.1 Plasmodium knowlesi strain=sks047 PKCLINC047,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/845/545/GCA_023845545.1_PKCLINC047,Plasmodium knowlesi,strain=sks047,PKCLINC047
GCA_023845515.1,GCA_023845515.1 Plasmodium knowlesi strain=PkA1-H.1 StPkA1H1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/845/515/GCA_023845515.1_StPkA1H1,Plasmodium knowlesi,strain=PkA1-H.1,StPkA1H1
GCA_023845535.1,GCA_023845535.1 Plasmodium knowlesi strain=sks048 PKCLINC048,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/845/535/GCA_023845535.1_PKCLINC048,Plasmodium knowlesi,strain=sks048,PKCLINC048
GCA_949152365.1,GCA_949152365.1 Plasmodium vivax PVPAM,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/152/365/GCA_949152365.1_PVPAM,Plasmodium vivax,na,PVPAM
GCA_030583055.1,GCA_030583055.1 Babesia bovis strain=NVSL 348 ASM3058305v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/583/055/GCA_030583055.1_ASM3058305v1,Babesia bovis,strain=NVSL 348,ASM3058305v1
GCA_023705535.2,GCA_023705535.2 Babesia ovis Bovis.genome.20180530v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/705/535/GCA_023705535.2_Bovis.genome.20180530v2,Babesia ovis,na,Bovis.genome.20180530v2
GCA_024862765.1,GCA_024862765.1 Babesia caballi Bcaballi_D6B2_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/862/765/GCA_024862765.1_Bcaballi_D6B2_v1.0,Babesia caballi,na,Bcaballi_D6B2_v1.0
GCA_024610995.1,GCA_024610995.1 Theileria equi ASM2461099v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/610/995/GCA_024610995.1_ASM2461099v1,Theileria equi,na,ASM2461099v1
GCA_946863485.1,GCA_946863485.1 Moneuplotes crassus strain=DP1 Ecrassus_DP1_MAC_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/863/485/GCA_946863485.1_Ecrassus_DP1_MAC_1.0,Moneuplotes crassus,strain=DP1,Ecrassus_DP1_MAC_1.0
GCA_030463445.1,GCA_030463445.1 Euplotes aediculatus strain=QDEA QD_Eaed_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/463/445/GCA_030463445.1_QD_Eaed_01,Euplotes aediculatus,strain=QDEA,QD_Eaed_01
GCA_027382585.1,GCA_027382585.1 Euplotes woodruffi strain=Iz01 Euplotes_woodruffi_MIC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/382/585/GCA_027382585.1_Euplotes_woodruffi_MIC,Euplotes woodruffi,strain=Iz01,Euplotes_woodruffi_MIC
GCA_027382605.1,GCA_027382605.1 Euplotes woodruffi strain=Iz01 Euplotes_woodruffi_MAC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/382/605/GCA_027382605.1_Euplotes_woodruffi_MAC,Euplotes woodruffi,strain=Iz01,Euplotes_woodruffi_MAC
GCA_949751835.1,GCA_949751835.1 Blepharisma japonicum strain=R1072 B_japonicum_R1072-MAC1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/751/835/GCA_949751835.1_B_japonicum_R1072-MAC1,Blepharisma japonicum,strain=R1072,B_japonicum_R1072-MAC1
GCA_023806925.1,GCA_023806925.1 Isotricha prostoma ASM2380692v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/925/GCA_023806925.1_ASM2380692v1,Isotricha prostoma,na,ASM2380692v1
GCA_023806985.1,GCA_023806985.1 Isotricha prostoma ASM2380698v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/985/GCA_023806985.1_ASM2380698v1,Isotricha prostoma,na,ASM2380698v1
GCA_023807205.1,GCA_023807205.1 Isotricha prostoma ASM2380720v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/205/GCA_023807205.1_ASM2380720v1,Isotricha prostoma,na,ASM2380720v1
GCA_948471165.1,GCA_948471165.1 Blastocystis hominis ERR4336989_bin.116_CONCOCT_v1.1.0_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/471/165/GCA_948471165.1_ERR4336989_bin.116_CONCOCT_v1.1.0_MAG,Blastocystis hominis,na,ERR4336989_bin.116_CONCOCT_v1.1.0_MAG
GCA_963988835.1,GCA_963988835.1 Hexamita inflata Hexamita_inflata_n_2024_02,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/988/835/GCA_963988835.1_Hexamita_inflata_n_2024_02,Hexamita inflata,na,Hexamita_inflata_n_2024_02
GCA_036939815.1,GCA_036939815.1 Cyclotella cryptica strain=AJA263-27 ASM3693981v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/815/GCA_036939815.1_ASM3693981v1,Cyclotella cryptica,strain=AJA263-27,ASM3693981v1
GCA_036940045.1,GCA_036940045.1 Stephanocyclus meneghinianus strain=AJA178-1 ASM3694004v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/045/GCA_036940045.1_ASM3694004v1,Stephanocyclus meneghinianus,strain=AJA178-1,ASM3694004v1
GCA_036939605.1,GCA_036939605.1 Stephanocyclus meneghinianus strain=WR299-14 ASM3693960v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/605/GCA_036939605.1_ASM3693960v1,Stephanocyclus meneghinianus,strain=WR299-14,ASM3693960v1
GCA_030374175.1,GCA_030374175.1 Phytophthora cactorum strain=251683 Pc_251683_CCS_Q20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/175/GCA_030374175.1_Pc_251683_CCS_Q20,Phytophthora cactorum,strain=251683,Pc_251683_CCS_Q20
GCA_030374165.1,GCA_030374165.1 Phytophthora cactorum strain=251616 Pc_251616_CCS_Q20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/165/GCA_030374165.1_Pc_251616_CCS_Q20,Phytophthora cactorum,strain=251616,Pc_251616_CCS_Q20
GCA_033557905.1,GCA_033557905.1 Phytophthora cactorum HumboldtARI_Pcac_SM15FEB_NFM_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/557/905/GCA_033557905.1_HumboldtARI_Pcac_SM15FEB_NFM_1.0,Phytophthora cactorum,na,HumboldtARI_Pcac_SM15FEB_NFM_1.0
GCA_033557935.1,GCA_033557935.1 Phytophthora cactorum HumboldtARI_Pcac_P2185_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/557/935/GCA_033557935.1_HumboldtARI_Pcac_P2185_1.0,Phytophthora cactorum,na,HumboldtARI_Pcac_P2185_1.0
GCA_030374185.1,GCA_030374185.1 Phytophthora cactorum strain=252360 Pc_252360_CCS_Q20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/185/GCA_030374185.1_Pc_252360_CCS_Q20,Phytophthora cactorum,strain=252360,Pc_252360_CCS_Q20
GCA_030374205.1,GCA_030374205.1 Phytophthora cactorum strain=251539 Pc_251539_CCS_Q20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/205/GCA_030374205.1_Pc_251539_CCS_Q20,Phytophthora cactorum,strain=251539,Pc_251539_CCS_Q20
GCA_030374195.1,GCA_030374195.1 Phytophthora cactorum strain=252365 Pc_252365_CCS_Q20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/195/GCA_030374195.1_Pc_252365_CCS_Q20,Phytophthora cactorum,strain=252365,Pc_252365_CCS_Q20
GCA_030849525.1,GCA_030849525.1 Babesia gibsoni IIZC_BgAZ_1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/525/GCA_030849525.1_IIZC_BgAZ_1.1,Babesia gibsoni,na,IIZC_BgAZ_1.1
GCA_035575875.1,GCA_035575875.1 Babesia gibsoni strain=WH58 ASM3557587v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/575/875/GCA_035575875.1_ASM3557587v1,Babesia gibsoni,strain=WH58,ASM3557587v1
GCA_964010995.1,GCA_964010995.1 Cafeteria roenbergensis ERR594331_metabat2_2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/010/995/GCA_964010995.1_ERR594331_metabat2_2,Cafeteria roenbergensis,na,ERR594331_metabat2_2
GCA_031763025.1,GCA_031763025.1 Macrocystis pyrifera strain=CI_03, /ecotype=Catalina Island ASM3176302v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/763/025/GCA_031763025.1_ASM3176302v1,Macrocystis pyrifera,strain=CI_03, /ecotype=Catalina Island,ASM3176302v1
GCA_023336235.1,GCA_023336235.1 Globisporangium irregulare strain=CBS 250.28 ASM2333623v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/235/GCA_023336235.1_ASM2333623v1,Globisporangium irregulare,strain=CBS 250.28,ASM2333623v1
GCA_038050945.1,GCA_038050945.1 Globisporangium irregulare strain=C216 ASM3805094v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/050/945/GCA_038050945.1_ASM3805094v1,Globisporangium irregulare,strain=C216,ASM3805094v1
GCA_038050925.1,GCA_038050925.1 Globisporangium irregulare strain=C20 ASM3805092v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/050/925/GCA_038050925.1_ASM3805092v1,Globisporangium irregulare,strain=C20,ASM3805092v1
GCA_038051025.1,GCA_038051025.1 Globisporangium irregulare strain=IMI 344526, DAOMC BR1025 ASM3805102v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/025/GCA_038051025.1_ASM3805102v1,Globisporangium irregulare,strain=IMI 344526, DAOMC BR1025,ASM3805102v1
GCA_038051115.1,GCA_038051115.1 Globisporangium irregulare strain=DAOMC BR722 ASM3805111v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/115/GCA_038051115.1_ASM3805111v1,Globisporangium irregulare,strain=DAOMC BR722,ASM3805111v1
GCA_038050935.1,GCA_038050935.1 Globisporangium irregulare strain=73028-97 ASM3805093v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/050/935/GCA_038050935.1_ASM3805093v1,Globisporangium irregulare,strain=73028-97,ASM3805093v1
GCA_038051045.1,GCA_038051045.1 Globisporangium irregulare strain=DAOMC BR1051 ASM3805104v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/045/GCA_038051045.1_ASM3805104v1,Globisporangium irregulare,strain=DAOMC BR1051,ASM3805104v1
GCA_038051155.1,GCA_038051155.1 Globisporangium irregulare strain=DAOMC BR946 ASM3805115v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/155/GCA_038051155.1_ASM3805115v1,Globisporangium irregulare,strain=DAOMC BR946,ASM3805115v1
GCA_037965455.1,GCA_037965455.1 Globisporangium irregulare strain=CBS 250.28 ASM3796545v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/965/455/GCA_037965455.1_ASM3796545v1,Globisporangium irregulare,strain=CBS 250.28,ASM3796545v1
GCA_038048875.1,GCA_038048875.1 Globisporangium irregulare strain=DAOMC BR818 ASM3804887v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/875/GCA_038048875.1_ASM3804887v1,Globisporangium irregulare,strain=DAOMC BR818,ASM3804887v1
GCA_038051075.1,GCA_038051075.1 Globisporangium irregulare strain=DAOMC BR958 ASM3805107v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/075/GCA_038051075.1_ASM3805107v1,Globisporangium irregulare,strain=DAOMC BR958,ASM3805107v1
GCA_038051175.1,GCA_038051175.1 Globisporangium irregulare strain=DAOMC BR1019 ASM3805117v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/175/GCA_038051175.1_ASM3805117v1,Globisporangium irregulare,strain=DAOMC BR1019,ASM3805117v1
GCA_038048945.1,GCA_038048945.1 Globisporangium irregulare strain=DAOMC BR1013 ASM3804894v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/945/GCA_038048945.1_ASM3804894v1,Globisporangium irregulare,strain=DAOMC BR1013,ASM3804894v1
GCA_038050905.1,GCA_038050905.1 Globisporangium irregulare strain=C246 ASM3805090v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/050/905/GCA_038050905.1_ASM3805090v1,Globisporangium irregulare,strain=C246,ASM3805090v1
GCA_038050995.1,GCA_038050995.1 Globisporangium irregulare strain=DAOMC BR426 ASM3805099v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/050/995/GCA_038050995.1_ASM3805099v1,Globisporangium irregulare,strain=DAOMC BR426,ASM3805099v1
GCA_038051095.1,GCA_038051095.1 Globisporangium irregulare strain=DAOMC BR995 ASM3805109v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/095/GCA_038051095.1_ASM3805109v1,Globisporangium irregulare,strain=DAOMC BR995,ASM3805109v1
GCA_038051135.1,GCA_038051135.1 Globisporangium irregulare strain=NBRC 100110, DAOMC 239172 ASM3805113v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/135/GCA_038051135.1_ASM3805113v1,Globisporangium irregulare,strain=NBRC 100110, DAOMC 239172,ASM3805113v1
GCA_038051185.1,GCA_038051185.1 Globisporangium irregulare strain=DAOMC 232336 ASM3805118v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/185/GCA_038051185.1_ASM3805118v1,Globisporangium irregulare,strain=DAOMC 232336,ASM3805118v1
GCA_038051225.1,GCA_038051225.1 Globisporangium irregulare strain=DAOMC BR1001 ASM3805122v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/225/GCA_038051225.1_ASM3805122v1,Globisporangium irregulare,strain=DAOMC BR1001,ASM3805122v1
GCA_038051295.1,GCA_038051295.1 Globisporangium irregulare strain=CBS 461.48, DAOMC BR969 ASM3805129v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/051/295/GCA_038051295.1_ASM3805129v1,Globisporangium irregulare,strain=CBS 461.48, DAOMC BR969,ASM3805129v1
GCA_037355855.1,GCA_037355855.1 Pseudo-nitzschia pungens strain=CNS00055 ASM3735585v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/355/855/GCA_037355855.1_ASM3735585v1,Pseudo-nitzschia pungens,strain=CNS00055,ASM3735585v1
GCA_037355745.1,GCA_037355745.1 Pseudo-nitzschia multiseries strain=CNS00149 ASM3735574v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/355/745/GCA_037355745.1_ASM3735574v1,Pseudo-nitzschia multiseries,strain=CNS00149,ASM3735574v1
GCA_036867785.1,GCA_036867785.1 Plasmodiophora brassicae strain=3A ULAVAL_Pb3A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/867/785/GCA_036867785.1_ULAVAL_Pb3A,Plasmodiophora brassicae,strain=3A,ULAVAL_Pb3A
GCA_946699065.1,GCA_946699065.1 Loxodes magnus strain=Lm5 falcon-comb_LmagMAC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/699/065/GCA_946699065.1_falcon-comb_LmagMAC,Loxodes magnus,strain=Lm5,falcon-comb_LmagMAC
GCA_030849725.1,GCA_030849725.1 Trypanosoma boissoni OSU_Tboiss,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/725/GCA_030849725.1_OSU_Tboiss,Trypanosoma boissoni,na,OSU_Tboiss
GCA_920105805.1,GCA_920105805.1 Condylostoma magnum Condylostoma_magnum_MAC_0.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/105/805/GCA_920105805.1_Condylostoma_magnum_MAC_0.1,Condylostoma magnum,na,Condylostoma_magnum_MAC_0.1
GCA_023805465.1,GCA_023805465.1 Dasytricha ruminantium ASM2380546v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/465/GCA_023805465.1_ASM2380546v1,Dasytricha ruminantium,na,ASM2380546v1
GCA_023806945.1,GCA_023806945.1 Dasytricha ruminantium ASM2380694v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/945/GCA_023806945.1_ASM2380694v1,Dasytricha ruminantium,na,ASM2380694v1
GCA_023805545.1,GCA_023805545.1 Dasytricha ruminantium ASM2380554v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/545/GCA_023805545.1_ASM2380554v1,Dasytricha ruminantium,na,ASM2380554v1
GCA_023805585.1,GCA_023805585.1 Dasytricha ruminantium ASM2380558v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/585/GCA_023805585.1_ASM2380558v1,Dasytricha ruminantium,na,ASM2380558v1
GCA_023805455.1,GCA_023805455.1 Dasytricha ruminantium ASM2380545v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/455/GCA_023805455.1_ASM2380545v1,Dasytricha ruminantium,na,ASM2380545v1
GCA_023336055.1,GCA_023336055.1 Pythium oligandrum strain=CBS 382.34 ASM2333605v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/055/GCA_023336055.1_ASM2333605v1,Pythium oligandrum,strain=CBS 382.34,ASM2333605v1
GCA_023091735.1,GCA_023091735.1 Trichomonas tenax strain=Hs-4:NIH ASM2309173v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/091/735/GCA_023091735.1_ASM2309173v1,Trichomonas tenax,strain=Hs-4:NIH,ASM2309173v1
GCA_030849755.1,GCA_030849755.1 Trypanosoma avium OSU_Tavium,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/755/GCA_030849755.1_OSU_Tavium,Trypanosoma avium,na,OSU_Tavium
GCA_037953725.1,GCA_037953725.1 Aureococcus anophagefferens strain=CCMP1851 AA1851-UTK-EC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/953/725/GCA_037953725.1_AA1851-UTK-EC,Aureococcus anophagefferens,strain=CCMP1851,AA1851-UTK-EC
GCA_037355735.1,GCA_037355735.1 Pseudo-nitzschia delicatissima strain=CNS00130 ASM3735573v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/355/735/GCA_037355735.1_ASM3735573v1,Pseudo-nitzschia delicatissima,strain=CNS00130,ASM3735573v1
GCA_023807225.1,GCA_023807225.1 Epidinium caudatum ASM2380722v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/225/GCA_023807225.1_ASM2380722v1,Epidinium caudatum,na,ASM2380722v1
GCA_023807185.1,GCA_023807185.1 Epidinium caudatum ASM2380718v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/185/GCA_023807185.1_ASM2380718v1,Epidinium caudatum,na,ASM2380718v1
GCA_023805705.1,GCA_023805705.1 Epidinium caudatum ASM2380570v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/705/GCA_023805705.1_ASM2380570v1,Epidinium caudatum,na,ASM2380570v1
GCA_023807165.1,GCA_023807165.1 Diplodinium dentatum ASM2380716v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/165/GCA_023807165.1_ASM2380716v1,Diplodinium dentatum,na,ASM2380716v1
GCA_023807105.1,GCA_023807105.1 Diplodinium dentatum ASM2380710v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/105/GCA_023807105.1_ASM2380710v1,Diplodinium dentatum,na,ASM2380710v1
GCA_023783175.1,GCA_023783175.1 Diplodinium dentatum ASM2378317v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/175/GCA_023783175.1_ASM2378317v1,Diplodinium dentatum,na,ASM2378317v1
GCA_023897215.1,GCA_023897215.1 Diplodinium dentatum ASM2389721v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/897/215/GCA_023897215.1_ASM2389721v1,Diplodinium dentatum,na,ASM2389721v1
GCA_023806955.1,GCA_023806955.1 Polyplastron multivesiculatum ASM2380695v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/955/GCA_023806955.1_ASM2380695v1,Polyplastron multivesiculatum,na,ASM2380695v1
GCA_023783315.1,GCA_023783315.1 Polyplastron multivesiculatum ASM2378331v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/315/GCA_023783315.1_ASM2378331v1,Polyplastron multivesiculatum,na,ASM2378331v1
GCA_023807125.1,GCA_023807125.1 Polyplastron multivesiculatum ASM2380712v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/125/GCA_023807125.1_ASM2380712v1,Polyplastron multivesiculatum,na,ASM2380712v1
GCA_023807285.1,GCA_023807285.1 Polyplastron multivesiculatum ASM2380728v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/285/GCA_023807285.1_ASM2380728v1,Polyplastron multivesiculatum,na,ASM2380728v1
GCA_023806905.1,GCA_023806905.1 Polyplastron multivesiculatum ASM2380690v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/905/GCA_023806905.1_ASM2380690v1,Polyplastron multivesiculatum,na,ASM2380690v1
GCA_023807025.1,GCA_023807025.1 Polyplastron multivesiculatum ASM2380702v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/025/GCA_023807025.1_ASM2380702v1,Polyplastron multivesiculatum,na,ASM2380702v1
GCA_023783375.1,GCA_023783375.1 Polyplastron multivesiculatum ASM2378337v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/375/GCA_023783375.1_ASM2378337v1,Polyplastron multivesiculatum,na,ASM2378337v1
GCA_023783355.1,GCA_023783355.1 Polyplastron multivesiculatum ASM2378335v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/355/GCA_023783355.1_ASM2378335v1,Polyplastron multivesiculatum,na,ASM2378335v1
GCA_023807045.1,GCA_023807045.1 Isotricha intestinalis ASM2380704v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/045/GCA_023807045.1_ASM2380704v1,Isotricha intestinalis,na,ASM2380704v1
GCA_023807065.1,GCA_023807065.1 Isotricha intestinalis ASM2380706v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/065/GCA_023807065.1_ASM2380706v1,Isotricha intestinalis,na,ASM2380706v1
GCA_023806885.1,GCA_023806885.1 Isotricha intestinalis ASM2380688v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/885/GCA_023806885.1_ASM2380688v1,Isotricha intestinalis,na,ASM2380688v1
GCA_023807325.1,GCA_023807325.1 Entodinium caudatum ASM2380732v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/325/GCA_023807325.1_ASM2380732v1,Entodinium caudatum,na,ASM2380732v1
GCA_023783295.1,GCA_023783295.1 Entodinium caudatum ASM2378329v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/295/GCA_023783295.1_ASM2378329v1,Entodinium caudatum,na,ASM2378329v1
GCA_036939395.1,GCA_036939395.1 Porosira glacialis strain=RCC2039 ASM3693939v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/395/GCA_036939395.1_ASM3693939v1,Porosira glacialis,strain=RCC2039,ASM3693939v1
GCA_963920595.1,GCA_963920595.1 Eimeria praecox pxEimPrae1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/595/GCA_963920595.1_pxEimPrae1.1,Eimeria praecox,na,pxEimPrae1.1
GCA_963920585.1,GCA_963920585.1 Eimeria praecox pxEimPrae1.1 alternate haplotype,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/585/GCA_963920585.1_pxEimPrae1.1_alternate_haplotype,Eimeria praecox,na,pxEimPrae1.1 alternate haplotype
GCA_030849745.1,GCA_030849745.1 Trypanosoma scelopori OSU_Tscelo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/745/GCA_030849745.1_OSU_Tscelo,Trypanosoma scelopori,na,OSU_Tscelo
GCA_027563015.1,GCA_027563015.1 Naegleria lovaniensis strain=Lova7 ASM2756301v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/563/015/GCA_027563015.1_ASM2756301v1,Naegleria lovaniensis,strain=Lova7,ASM2756301v1
GCA_027563035.1,GCA_027563035.1 Naegleria lovaniensis strain=Lova6 ASM2756303v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/563/035/GCA_027563035.1_ASM2756303v1,Naegleria lovaniensis,strain=Lova6,ASM2756303v1
GCA_027562995.1,GCA_027562995.1 Naegleria lovaniensis strain=F9 ASM2756299v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/562/995/GCA_027562995.1_ASM2756299v1,Naegleria lovaniensis,strain=F9,ASM2756299v1
GCA_030849055.1,GCA_030849055.1 Crithidia thermophila OSU_Ctherm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/055/GCA_030849055.1_OSU_Ctherm,Crithidia thermophila,na,OSU_Ctherm
GCA_027475745.1,GCA_027475745.1 Pythium aphanidermatum strain=ATCC 32230 ASM2747574v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/745/GCA_027475745.1_ASM2747574v1,Pythium aphanidermatum,strain=ATCC 32230,ASM2747574v1
GCA_023337855.1,GCA_023337855.1 Pythium aphanidermatum strain=CBS 118.80 ASM2333785v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/855/GCA_023337855.1_ASM2333785v1,Pythium aphanidermatum,strain=CBS 118.80,ASM2333785v1
GCA_031835245.1,GCA_031835245.1 Balamuthia mandrillaris strain=ITSON01 ASM3183524v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/835/245/GCA_031835245.1_ASM3183524v1,Balamuthia mandrillaris,strain=ITSON01,ASM3183524v1
GCA_030279065.1,GCA_030279065.1 Phytophthora sojae strain=2858 ASM3027906v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/279/065/GCA_030279065.1_ASM3027906v1,Phytophthora sojae,strain=2858,ASM3027906v1
GCA_030279095.1,GCA_030279095.1 Phytophthora sojae strain=PS-K1 ASM3027909v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/279/095/GCA_030279095.1_ASM3027909v1,Phytophthora sojae,strain=PS-K1,ASM3027909v1
GCA_030279005.1,GCA_030279005.1 Phytophthora sojae strain=2457 ASM3027900v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/279/005/GCA_030279005.1_ASM3027900v1,Phytophthora sojae,strain=2457,ASM3027900v1
